,DATE,OUTFLOW,INFLOW,CATEGORY,ACCOUNT,MEMO,STATUS,UUID
,04/12/2022,"€50,06","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,04/12/2022,"€2,45","€0,00",Auto Maintenance,💰 Checking,Pão + Caramelos,✅,
,05/12/2022,"€6,50","€0,00",Auto Maintenance,💰 Checking,Livro de poesia - Ela,✅,
,06/12/2022,"€5,50","€0,00",Fun Money,💳 Revolut,IQADA + Talhas,✅,
,06/12/2022,"€13,44","€0,00",Auto Maintenance,💳 Revolut,Compras Continente,✅,
,06/12/2022,"€9,00","€0,00",Fun Money,💰 Checking,Adaptador HDMI + IQADA,✅,
,07/12/2022,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Telemóvel,✅,
,08/12/2022,"€23,08","€0,00",Auto Maintenance,💳 Revolut,Compras Jumbo Mar Shopping,✅,
,08/12/2022,"€10,00","€0,00",Fun Money,💳 Revolut,Prenda André,✅,
,09/12/2022,"€1,45","€0,00",Gasoline,💰 Checking,Portagens,✅,
,09/12/2022,"€30,49","€0,00",Fun Money,💳 Revolut,EZcast Mac,✅,
,09/12/2022,"€45,45","€0,00",Fun Money,💳 Revolut,Prenda de Natal Mãe,✅,
,10/12/2022,"€8,40","€0,00",Fun Money,💳 Revolut,Iqada + 2*café + café mãe,✅,
,11/12/2022,"€11,21","€0,00",Auto Maintenance,💳 Revolut,Compras Continente,✅,
,12/12/2022,"€7,95","€0,00",Fun Money,💳 Revolut,Onça LM,✅,
,13/12/2022,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,14/12/2022,"€0,00","€0,00",Fun Money,💳 Revolut,,✅,
,15/12/2022,"€4,00","€0,00",Fun Money,💳 Revolut,iQADA,✅,
,15/12/2022,"€8,33","€0,00",Dining Out,💳 Revolut,Almoço equipa x-tech,✅,
,16/12/2022,"€2,90","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/12/2022,"€7,93","€0,00",Water Bill,💰 Checking,Conta água,✅,
,16/12/2022,"€25,21","€0,00",Electric Bill,💰 Checking,conta luz,✅,
,17/12/2022,"€14,17","€0,00",Auto Maintenance,💳 Revolut,Compras Continente,✅,
,17/12/2022,"€8,00","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,18/12/2022,"€10,03","€0,00",Auto Maintenance,💰 Checking,Produtos para a noda de tinto - Casaco,✅,
,18/12/2022,"€21,00","€0,00",G,💳 Revolut,G,✅,
,19/12/2022,"€0,00","€120,00",Fun Money,💰 Checking,Venda AirPods Pro antigos,✅,
,20/12/2022,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,21/12/2022,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,22/12/2022,"€28,49","€0,00",Dining Out,💳 Revolut,Almoço Ábaco + Jantar Barril,✅,
,23/12/2022,"€29,00","€0,00",G,💳 Revolut,5g + IQADA,✅,
,24/12/2022,"€4,90","€0,00",Fun Money,💳 Revolut,Fino Maria + Bolinhos,✅,
,24/12/2022,"€69,10","€50,00",Fun Money,💳 Revolut,Prenda Rita + Café + Prenda Tó Silva,✅,
,24/12/2022,"€26,00","€0,00",Gasoline,💳 Revolut,Gasóleo,✅,
,24/12/2022,"€4,99","€0,00",Prime,💳 Revolut,Amazon Prime,✅,
,25/12/2022,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,26/12/2022,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,27/12/2022,"€0,00","€1 318,46",Available to budget,💰 Checking,Vencimento,✅,
,28/12/2022,"€4,00","€0,00",Fun Money,💰 Checking,IQADA,✅,
,28/12/2022,"€8,06","€0,00",Dining Out,💳 Revolut,Almoço Ábaco,✅,
,28/12/2022,"€1 430,00","€0,00",Available to budget,💰 Checking,Transf BCP -> Revo,✅,
,28/12/2022,"€0,00","€1 430,00",Available to budget,💳 Revolut,Transf BCP -> Revo,✅,
,28/12/2022,"€2 500,00","€0,00",Available to budget,💳 Revolut,Certificados de Aforro,✅,
,28/12/2022,"€3,39","€0,00",Auto Maintenance,💳 Revolut,Testes Covid,✅,
,29/12/2022,"€17,59","€0,00",Fun Money,💳 Revolut,Autocarro Charlerois -> Bruxelas,✅,
,29/12/2022,"€7,39","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,29/12/2022,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Mensalidade Telemóvel,✅,
,30/12/2022,"€329,71","€0,00",Fun Money,💳 Revolut,Viagem Bru/Ams,✅,
,31/12/2022,"€0,00","€0,00",Fun Money,💳 Revolut,,✅,
,01/01/2023,"€0,00","€0,00",Fun Money,💳 Revolut,,✅,
,02/01/2023,"€5,90","€0,00",Fun Money,💳 Revolut,Talhas + Iqada,✅,
,02/01/2023,"€2,50","€0,00",Auto Maintenance,💳 Revolut,Tomates,✅,
,03/01/2023,"€3,90","€0,00",Gasoline,💰 Checking,Portagens,✅,
,03/01/2023,"€3,99","€0,00",HBO,💰 Checking,Mensalidade HBO,✅,
,03/01/2023,"€12,00","€0,00",Spotify,💰 Checking,Anualidade Spoti,✅,
,03/01/2023,"€106,45","€0,00",Clothing,💳 Revolut,Casaco RL,✅,
,04/01/2023,"€13,00","€0,00",Auto Maintenance,💰 Checking,Passe Metro,✅,
,05/01/2023,"€19,86","€0,00",Auto Maintenance,💳 Revolut,Compras Continente,✅,
,05/01/2023,"€7,50","€0,00",Auto Maintenance,💰 Checking,Arranjo Tissot Pai,✅,
,06/01/2023,"€5,80","€0,00",Fun Money,💰 Checking,Fino + IQADA,✅,
,06/01/2023,"€3,65","€0,00",Gasoline,💰 Checking,Portagens,✅,
,06/01/2023,"€24,75","€0,00",Dining Out,💳 Revolut,Jantar Brasão Gaia,✅,
,06/01/2023,"€5,20","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,07/01/2023,"€18,50","€0,00",Fun Money,💳 Revolut,IQADA + Fino + Bola Basket,✅,
,07/01/2023,"€161,00","€0,00",Clothing,💳 Revolut,Calçado Timberland + Luvas,✅,
,08/01/2023,"€9,00","€0,00",Gasoline,💳 Revolut,"Gasóleo 1,599",✅,
,08/01/2023,"€4,00","€0,00",Auto Maintenance,💳 Revolut,Secar Roupa,✅,
,09/01/2023,"€1,19","€0,00",Auto Maintenance,💳 Revolut,Pão,✅,
,09/01/2023,"€7,00","€0,00",Auto Maintenance,💳 Revolut,Corte de Cabelo,✅,
,10/01/2023,"€300,00","€0,00",House Rent,💳 Revolut,Renda,✅,
,10/01/2023,"€2,23","€0,00",Auto Maintenance,💳 Revolut,Compras Continente,✅,
,10/01/2023,"€4,50","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,11/01/2023,"€0,00","€22,62",Available to budget,💰 Checking,Despesa Ida a Lousado,✅,
,11/01/2023,"€2,50","€30,49",Fun Money,💳 Revolut,Lanche de Pizza + Reembolso EzCast Mac,✅,
,12/01/2023,"€17,50","€0,00",Dining Out,💰 Checking,Almoço Tappas,✅,
,13/01/2023,"€17,36","€0,00",Auto Maintenance,💳 Revolut,Farmácia + Mini Preço,✅,
,14/01/2023,"€8,20","€0,00",Fun Money,💳 Revolut,Café Abílio + café André + IQADA,✅,
,14/01/2023,"€11,00","€0,00",Gasoline,💰 Checking,"Gasóleo 1,569",✅,
,15/01/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/01/2023,"€10,00","€0,00",Fun Money,💰 Checking,Prenda Pati,✅,
,17/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,18/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,19/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,20/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,21/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,22/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,23/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,24/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,25/01/2023,"€4,99","€0,00",Prime,💳 Revolut,Amazon prime,✅,
,26/01/2023,"€10,14","€0,00",Water Bill,💰 Checking,Conta de água,✅,
,27/01/2023,"€0,00","€1 448,96",Available to budget,💰 Checking,Vencimento,✅,
,28/01/2023,"€1 538,00","€0,00",Available to budget,💰 Checking,Transf Revo -> BCP,✅,
,28/01/2023,"€0,00","€1 538,00",Available to budget,💳 Revolut,Transf BCP -> Revo,✅,
,28/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,29/01/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,30/01/2023,"€28,23","€0,00",Electric Bill,💰 Checking,Conta da Luz,✅,
,31/01/2023,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Mensalidade Telemóvel,✅,
,31/01/2023,"€3,99","€0,00",HBO,💰 Checking,Mensalidade HBO,✅,
,01/02/2023,"€0,00","€0,00",,💰 Checking,,✅,
,02/02/2023,"€0,00","€0,00",,💰 Checking,,✅,
,03/02/2023,"€9,37","€0,00",Auto Maintenance,💰 Checking,Compras Continente + Fiambre,✅,
,03/02/2023,"€4,50","€0,00",Fun Money,💰 Checking,IQADA Velha,✅,
,04/02/2023,"€86,98","€0,00",Fun Money,💳 Revolut,The Weeknd,✅,
,05/02/2023,"€7,69","€0,00",Fun Money,💳 Revolut,Café + Isqueiro + IQADA,✅,
,05/02/2023,"€40,00","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,06/02/2023,"€3,86","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,07/02/2023,"€0,00","€0,00",Fun Money,💰 Checking,,✅,
,08/02/2023,"€9,63","€0,00",Fun Money,💰 Checking,Basket CES + IQADA (revo),✅,
,09/02/2023,"€9,20","€0,00",Dining Out,💳 Revolut,Almoço CES Tertúlia,✅,
,10/02/2023,"€26,30","€0,00",Dining Out,💰 Checking,Jantar Sancho Panza + Mini ,✅,
,11/02/2023,"€7,20","€0,00",Fun Money,💳 Revolut,Café + Café + IQADA,✅,
,12/02/2023,"€2,24","€0,00",Auto Maintenance,💰 Checking,Água + fiambre,✅,
,13/02/2023,"€10,24","€0,00",Water Bill,💰 Checking,Conta Água,✅,
,13/02/2023,"€300,00","€0,00",House Rent,💰 Checking,Renda,✅,
,13/02/2023,"€1,74","€0,00",Auto Maintenance,💰 Checking,Cola + Pão,✅,
,14/02/2023,"€2,15","€0,00",Auto Maintenance,💳 Revolut,Croissant + pão,✅,
,15/02/2023,"€2,40","€0,00",Gasoline,💰 Checking,Portagens,✅,
,16/02/2023,"€12,50","€0,00",Dining Out,💳 Revolut,Francesinha Tappas (Paulo Lebres),✅,
,16/02/2023,"€5,85","€0,00",Fun Money,💳 Revolut,IQADA Velha + Talhas,✅,
,16/02/2023,"€2,83","€0,00",Auto Maintenance,💳 Revolut,Tomates + água continente,✅,
,17/02/2023,,,,,,✅,
,18/02/2023,"€19,20","€0,00",Fun Money,💳 Revolut,Peq Almoço + IQADA + Bronze + Finaças,✅,
,19/02/2023,"€1,00","€0,00",Fun Money,💰 Checking,Café Barra,✅,
,19/02/2023,"€45,32","€0,00",Gasoline,💰 Checking,Gasóleo BeExpress,✅,
,20/02/2023,"€24,99","€0,00",Auto Maintenance,💰 Checking,Óculos UV Computador,✅,
,20/02/2023,"€4,50","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,21/02/2023,"€15,51","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,21/02/2023,"€13,00","€0,00",Auto Maintenance,💰 Checking,Andante,✅,
,21/02/2023,"€6,05","€0,00",Fun Money,💳 Revolut,Lanche c/ RM Prod,✅,
,21/02/2023,"€3,78","€0,00",Auto Maintenance,💳 Revolut,Chaves para desmontar (Leroy Merlin) ,✅,
,22/02/2023,"€2,53","€0,00",Fun Money,💰 Checking,Destaque OLX,✅,
,22/02/2023,"€3,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,23/02/2023,"€37,58","€0,00",Fun Money,💰 Checking,Daniel Sloss Coliseu Porto,✅,
,23/02/2023,"€1,00","€0,00",Fun Money,💰 Checking,Apoio a Mecânica ISEP,✅,
,23/02/2023,"€3,50","€0,00",Fun Money,💳 Revolut,Fino + 1/2 Torrada,✅,
,23/02/2023,"€3,50","€0,00",Available to budget,💳 Revolut,Fino + 1/2 Torrada Tiago (paguei),✅,
,23/02/2023,"€0,00","€3,50",Available to budget,💰 Checking,Fino + 1/2 Torrada Tiago (paguei),✅,
,24/02/2023,"€0,00","€1 490,56",Available to budget,💰 Checking,Vencimento,✅,
,24/02/2023,"€1 000,00","€0,00",Available to budget,💰 Checking,Transnf BCP -> Revo,✅,
,24/02/2023,"€0,00","€1 000,00",Available to budget,💳 Revolut,Transnf BCP -> Revo,✅,
,24/02/2023,"€8 244,51","€0,00",Available to budget,💳 Revolut,Account Reset,✅,
,24/02/2023,"€0,00","€3 234,02",Available to budget,💰 Checking,Account Reset,✅,
,24/02/2023,"€29,47","€0,00",Available to budget,Cash,Account Reset,✅,
,24/02/2023,"€0,00","€525,02",Available to budget,💰 Checking,Montante disponível c/ Edenred,✅,
,24/02/2023,"€0,00","€554,12",Available to budget,💳 Revolut,Montante disponível,✅,
,25/02/2023,"€4,99","€0,00",Prime,💳 Revolut,Amazon prime,✅,
,25/02/2023,"€5,70","€0,00",Fun Money,💳 Revolut,Café + Nata + IQADA Velha,✅,
,25/02/2023,"€8,60","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,25/02/2023,"€6,19","€0,00",Fun Money,💰 Checking,Prenda André ,✅,
,25/02/2023,"€3,10","€0,00",Fun Money,💰 Checking,Finos Anos André,✅,
,25/02/2023,"€24,99","€0,00",Fun Money,💰 Checking,Flixbus + IC Lisa,✅,
,25/02/2023,"€10,00","€0,00",Fun Money,💳 Revolut,Trotinete,✅,
,25/02/2023,"€11,00","€0,00",Cell Phone Bill,💰 Checking,Mensalidade Telemóvel,✅,
,26/02/2023,"€3,55","€0,00",Auto Maintenance,💰 Checking,Comboio Aveiro -> Porto,✅,
,27/02/2023,"€1,40","€0,00",Fun Money,💳 Revolut,Croissant c/ Chocolate,✅,
,27/02/2023,"€7,50","€0,00",Fun Money,💰 Checking,Padel CES,✅,
,28/02/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,28/02/2023,"€9,80","€0,00",Auto Maintenance,💰 Checking,Farmácia,✅,
,28/02/2023,"€5,42","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,28/02/2023,"€21,56","€0,00",Electric Bill,💰 Checking,Conta Luz,✅,
,28/02/2023,"€4,99","€0,00",HBO,💰 Checking,HBO,✅,
,01/03/2023,"€4,50","€0,00",Fun Money,💰 Checking,Padel CES,✅,
,01/03/2023,"€3,95","€0,00",Fun Money,💳 Revolut,Colas + Pão,✅,
,01/03/2023,"€36,40","€0,00",Dining Out,💰 Checking,Jantar c/ Daniel Madureira,✅,
,02/03/2023,"€4,10","€0,00",Gasoline,💰 Checking,Portagens,✅,
,03/03/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,03/03/2023,"€3,90","€0,00",Fun Money,💰 Checking,Finos,✅,
,03/03/2023,"€3,99","€0,00",HBO,💰 Checking,HBO,✅,
,03/03/2023,"€8,82","€0,00",Auto Maintenance,💰 Checking,Compras Minipreço,✅,
,04/03/2023,"€2,38","€0,00",Auto Maintenance,💰 Checking,Compras Mercadona,✅,
,04/03/2023,"€1,04","€0,00",Auto Maintenance,💰 Checking,Manutenção Conta,✅,
,05/03/2023,"€47,00","€0,00",Fun Money,💰 Checking,FIM DE SEMANA Lisa,✅,
,05/03/2023,"€8,70","€0,00",Fun Money,💳 Revolut,FIM DE SEMANA Lisa,✅,
,06/03/2023,"€154,12","€0,00",Car Property Tax,💳 Revolut,IUC Carro,✅,
,06/03/2023,"€26,00","€0,00",Fun Money,💰 Checking,Autocarro The Weeknd,✅,
,07/03/2023,"€300,00","€0,00",House Rent,💳 Revolut,Renda,✅,
,07/03/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,07/03/2023,"€2,60","€0,00",Auto Maintenance,💰 Checking,Bilhetes Metro,✅,
,08/03/2023,"€9,53","€0,00",Water Bill,💰 Checking,Conta Água,✅,
,09/03/2023,"€0,00","€0,00",,💰 Checking,,,
,09/03/2023,"€2,60","€0,00",Fun Money,💰 Checking,Finos,✅,
,09/03/2023,"€14,05","€0,00",Dining Out,💳 Revolut,Uber Eats,✅,
,10/03/2023,"€55,90","€0,00",Fun Money,💰 Checking,Jordan Peterson,✅,
,10/03/2023,"€11,34","€0,00",Auto Maintenance,💰 Checking,Barbeiro + Compras Minipreço,✅,
,10/03/2023,"€8,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,10/03/2023,"€23,90","€0,00",Dining Out,💰 Checking,Jantar Yuko + Finadas,✅,
,11/03/2023,"€29,80","€0,00",Dining Out,💰 Checking,Almoço Mãe + Rita Navegante,✅,
,11/03/2023,"€16,10","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,12/03/2023,"€1,90","€0,00",Fun Money,💰 Checking,Capuccino Aeroporto,✅,
,13/03/2023,"€2,60","€0,00",Gasoline,💰 Checking,Portagens,✅,
,14/03/2023,,,,,,,
,15/03/2023,,,,,,,
,16/03/2023,,,,,,,
,17/03/2023,"€21,60","€0,00",Water Bill,💰 Checking,Conta de água,✅,
,18/03/2023,,,,,,,
,19/03/2023,,,,,,,
,20/03/2023,"€10,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Telemóvel,✅,
,21/03/2023,"€5,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,22/03/2023,"€0,00","€50,00",Available to budget,💰 Checking,Presente de Anos Tó,✅,
,23/03/2023,,,,,,,
,24/03/2023,,,,,,,
,25/03/2023,"€4,99","€0,00",Prime,💳 Revolut,Amazon Prime,✅,
,25/03/2023,"€32,00","€0,00",Fun Money,💰 Checking,Finos Teles + André + Leite + G + Maravilhas,✅,
,26/03/2023,"€11,90","€0,00",Fun Money,💰 Checking,Feira de Março + café coma mãe,✅,
,27/03/2023,"€5,99","€0,00",Gasoline,💳 Revolut,Lavagem Carro,✅,
,27/03/2023,"€20,20","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,27/03/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,28/03/2023,"€2,40","€0,00",Fun Money,💳 Revolut,Croissant c/ Fiambre,✅,
,28/03/2023,"€3,90","€0,00",Auto Maintenance,💰 Checking,Compras Minipreço,✅,
,29/03/2023,"€0,00","€1 324,16",Available to budget,💰 Checking,Vencimento,✅,
,29/03/2023,"€800,00","€0,00",Available to budget,💰 Checking,Transf BCP -> Revo,✅,
,29/03/2023,"€0,00","€800,00",Available to budget,💳 Revolut,Trans Revo -> BCP,✅,
,29/03/2023,"€300,00","€0,00",House Rent,💰 Checking,Pagamento Renda,✅,
,29/03/2023,"€22,43","€0,00",Auto Maintenance,💰 Checking,Compras Continente,✅,
,29/03/2023,"€32,00","€0,00",Fun Money,💰 Checking,Fifa 23,✅,
,30/03/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,30/03/2023,"€1,30","€0,00",Fun Money,💰 Checking,Finada,✅,
,31/03/2023,,,,,,✅,
,01/04/2023,"€22,70","€0,00",Fun Money,💰 Checking,Ovarense x Porto + Rissol + Mini + Gin,✅,
,02/04/2023,"€7,40","€0,00",Available to budget,💳 Revolut,Transf Revo -> BCP,✅,
,02/04/2023,"€0,00","€7,40",Available to budget,💰 Checking,Transf Revo -> BCP,✅,
,03/04/2023,"€3,99","€0,00",Auto Maintenance,💰 Checking,Flixbus Porto,✅,
,03/04/2023,"€3,99","€0,00",HBO,💰 Checking,HBO Max,✅,
,04/04/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA,✅,
,04/04/2023,"€0,90","€0,00",Auto Maintenance,💰 Checking,Pão,✅,
,04/04/2023,"€18,50","€0,00",Dining Out,💰 Checking,Requinte Francesinha,✅,
,04/04/2023,"€1,04","€0,00",Auto Maintenance,💰 Checking,Taxa Cartão BCP,✅,
,05/04/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,06/04/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,06/04/2023,"€28,35","€0,00",Dining Out,💰 Checking,Jantar Khab al Khalili,✅,
,06/04/2023,"€13,00","€0,00",Auto Maintenance,💰 Checking,Viagens Metro,✅,
,06/04/2023,"€1,64","€0,00",Fun Money,💰 Checking,Uber,✅,
,07/04/2023,"€1,40","€0,00",Fun Money,💳 Revolut,,✅,
,07/04/2023,"€13,00","€0,00",Fun Money,💰 Checking,Feira de Março,✅,
,07/04/2023,"€13,00","€0,00",G,💰 Checking,1G + resto,✅,
,08/04/2023,,,,,,✅,
,08/04/2023,"€7,50","€0,00",Fun Money,💳 Revolut,Finos + IQADA + café BP,✅,
,09/04/2023,"€30,07","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,09/04/2023,"€13,00","€0,00",Fun Money,💳 Revolut,Finos + IQADA,✅,
,09/04/2023,"€3,00","€0,00",Fun Money,💰 Checking,Gorjeta + Café + ,✅,
,10/04/2023,"€12,00","€0,00",Auto Maintenance,💰 Checking,Fivela Relógio Tissot,✅,
,11/04/2023,"€1,97","€0,00",Auto Maintenance,💰 Checking,Compras Minipreço,✅,
,12/04/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,13/04/2023,"€5,10","€0,00",Fun Money,💰 Checking,Finos,✅,
,14/04/2023,"€15,00","€0,00",Fun Money,💰 Checking,IQADA Velha + Finos + Bilhete Esgueira/Benfica,✅,
,15/04/2023,"€7,00","€0,00",G,💰 Checking,G,✅,
,16/04/2023,"€1,50","€0,00",Fun Money,💰 Checking,Finos Coelho  + Reis,✅,
,16/04/2023,"€4,50","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,17/04/2023,"€0,00","€65,00",Fun Money,💳 Revolut,Bilhete Coldplay,✅,
,17/04/2023,"€15,33","€0,00",Fun Money,💰 Checking,Compras Continente + Ovos Moles,✅,
,17/04/2023,"€7,99","€0,00",Clothing,💰 Checking,Calções,✅,
,17/04/2023,"€3,40","€0,00",Gasoline,💰 Checking,Portagens,✅,
,18/04/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA velha,✅,
,18/04/2023,"€23,00","€0,00",Dining Out,💰 Checking,Jantar Sushi André,✅,
,19/04/2023,"€5,00","€0,00",Fun Money,💰 Checking,Prenda do Rúben,✅,
,20/04/2023,"€12,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Telemóvel,✅,
,20/04/2023,"€19,99","€0,00",Clothing,💳 Revolut,Calças Tiffosi,✅,
,20/04/2023,"€0,77","€0,00",Auto Maintenance,💰 Checking,Pão,✅,
,21/04/2023,"€10,25","€0,00",Fun Money,💰 Checking,Finos + Café BP,✅,
,21/04/2023,"€0,00","€7,99",Clothing,💰 Checking,Devolução Calções Lefties,✅,
,22/04/2023,"€20,03","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,22/04/2023,"€30,25","€0,00",Fun Money,💰 Checking,Compras Jantar + Noite,✅,
,23/04/2023,"€7,72","€0,00",Fun Money,💰 Checking,Colas Pingo Doce Gaia + IQADA,✅,
,23/04/2023,"€5,00","€0,00",G,💰 Checking,G,✅,
,24/04/2023,"€7,98","€0,00",Fun Money,💰 Checking,IQADA + Vinhaça Curado,✅,
,25/04/2023,"€3,00","€0,00",Gasoline,💰 Checking,Portagens,✅,
,25/04/2023,"€0,00","€97,33",🔢 Balance Adjustment,💰 Checking,Ajuste de Contas,✅,
,25/04/2023,"€0,00","€2 609,35",Available to budget,💰 Checking,Ordenado + Bónus + Cartão de Refeição,✅,
,25/04/2023,"€15,01","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,25/04/2023,"€4,99","€0,00",Prime,💳 Revolut,Amazon Prime,✅,
,25/04/2023,"€2 000,00","€0,00",Available to budget,💰 Checking,Transf BCP -> Revo,✅,
,25/04/2023,"€0,00","€2 000,00",Available to budget,💳 Revolut,Transf BCP -> Revo,✅,
,26/04/2023,"€300,00","€0,00",House Rent,💰 Checking,Renda Casa,✅,
,27/04/2023,"€2 500,00","€0,00",Available to budget,💳 Revolut,Certificados de Aforro,✅,
,27/04/2023,"€41,34","€0,00",Dining Out,💰 Checking,Churrasqueira Amial + Jantar Póvoa,✅,
,27/04/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,28/04/2023,"€5,60","€0,00",G,💳 Revolut,Tabaco G,✅,
,28/04/2023,"€10,00","€0,00",Dining Out,💳 Revolut,Jantar André,✅,
,29/04/2023,"€0,70","€0,00",Fun Money,💳 Revolut,Café Bomba,✅,
,30/04/2023,,,,,,,
,01/05/2023,"€6,00","€0,00",Fun Money,💳 Revolut,Café BP + IQADA,✅,
,01/05/2023,"€5,17","€0,00",Auto Maintenance,💰 Checking,Crackers Continente + Compras,✅,
,01/05/2023,"€31,10","€0,00",Gasoline,💰 Checking,Gasóleo,✅,
,01/05/2023,"€10,00","€0,00",Available to budget,💰 Checking,Transf Mãe,✅,
,01/05/2023,"€0,00","€10,00",Available to budget,💳 Revolut,Transf Mãe,✅,
,02/05/2023,"€1,11","€0,00",Auto Maintenance,💰 Checking,Pão Rio Maior,✅,
,02/05/2023,"€25,50","€0,00",Fun Money,💰 Checking,Bolo CES,✅,
,03/05/2023,"€8,20","€0,00",Gasoline,💰 Checking,Portagens,✅,
,03/05/2023,"€0,00","€473,77",Available to budget,💳 Revolut,Remanescente Viagem Conti,✅,
,04/05/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,04/05/2023,"€7,70","€0,00",Dining Out,💰 Checking,Pizza c/ Gonci + Nour,✅,
,05/05/2023,"€6,70","€0,00",Fun Money,💰 Checking,Guardians of the Galaxy Vol. 3,✅,
,05/05/2023,"€5,00","€0,00",G,💰 Checking,G,✅,
,05/05/2023,"€1,50","€0,00",Gasoline,💰 Checking,Portagens,✅,
,05/05/2023,"€7,00","€0,00",Auto Maintenance,💰 Checking,Cabeleireiro,✅,
,05/05/2023,"€8,99","€0,00",Auto Maintenance,💰 Checking,Melatonina,✅,
,05/05/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,06/05/2023,,,,,,,
,07/05/2023,"€7,75","€0,00",Dining Out,💰 Checking,Almoço dia da Mãe,✅,
,07/05/2023,"€4,00","€0,00",Fun Money,💳 Revolut,IQADA Velha,✅,
,08/05/2023,,,,,,,
,09/05/2023,"€4,40","€0,00",Gasoline,💰 Checking,Portagens,✅,
,10/05/2023,,,,,,,
,11/05/2023,"€3,30","€0,00",Fun Money,💰 Checking,Prenda Manu,✅,
,12/05/2023,"€1,90","€0,00",Fun Money,💰 Checking,Bolt Ana Praga,✅,
,13/05/2023,"€8,05","€0,00",Fun Money,💳 Revolut,Prenda Dia da mãe,✅,
,13/05/2023,"€85,41","€0,00",Clothing,💳 Revolut,Stan Smith,✅,
,14/05/2023,,,,,,,
,15/05/2023,"€6,34","€0,00",Available to budget,💳 Revolut,Ubers Ana -> Revo,✅,
,15/05/2023,"€0,00","€6,34",Available to budget,💰 Checking,Ubers Ana -> BCP,✅,
,16/05/2023,"€4,80","€0,00",Gasoline,💰 Checking,Portagens,✅,
,17/05/2023,"€12,00","€0,00",Cell Phone Bill,💰 Checking,Carregamento Telemóvel,✅,
,18/05/2023,,,,,,,
,19/05/2023,,,,,,,
,20/05/2023,,,,,,,
,21/05/2023,,,,,,,
,22/05/2023,,,,,,,
